brand,model,variant,fuel,transmission,engineCc,hp,torque,launchYear,discontinuedYear,serviceKm,serviceMonths
Hyundai,Elite i20,Asta Diesel,DIESEL,MANUAL,1396,90,220,2014,2020,10000,12

Hyundai,i20 Active,Base,PETROL,MANUAL,1197,83,115,2015,2020,10000,12
Hyundai,i20 Active,S,PETROL,MANUAL,1197,83,115,2015,2020,10000,12
Hyundai,i20 Active,SX,PETROL,MANUAL,1197,83,115,2015,2020,10000,12
Hyundai,i20 Active,SX Dual Tone,PETROL,MANUAL,1197,83,115,2017,2020,10000,12
Hyundai,i20 Active,S Diesel,DIESEL,MANUAL,1396,90,220,2015,2020,10000,12
Hyundai,i20 Active,SX Diesel,DIESEL,MANUAL,1396,90,220,2015,2020,10000,12

Hyundai,i20 N Line,N6 iMT,PETROL,MANUAL,998,120,172,2021,,10000,12
Hyundai,i20 N Line,N8 iMT,PETROL,MANUAL,998,120,172,2021,,10000,12
Hyundai,i20 N Line,N6 DCT,PETROL,AUTOMATIC,998,120,172,2021,,10000,12
Hyundai,i20 N Line,N8 DCT,PETROL,AUTOMATIC,998,120,172,2021,,10000,12
Hyundai,i20 N Line,N8 DCT Dual Tone,PETROL,AUTOMATIC,998,120,172,2022,,10000,12

Hyundai,Getz,GLE,PETROL,MANUAL,1086,62,96,2004,2011,10000,12
Hyundai,Getz,GLS,PETROL,MANUAL,1341,82,114,2004,2011,10000,12
Hyundai,Getz,GVS,PETROL,MANUAL,1599,103,143,2005,2011,10000,12
Hyundai,Getz,GL Diesel,DIESEL,MANUAL,1493,110,235,2007,2011,10000,12
Hyundai,Getz,GLS CRDi,DIESEL,MANUAL,1493,110,235,2007,2011,10000,12

Hyundai,Accent,GLE,PETROL,MANUAL,1495,94,125,1999,2011,10000,12
Hyundai,Accent,GLS,PETROL,MANUAL,1495,94,125,1999,2011,10000,12
Hyundai,Accent,GVS,PETROL,MANUAL,1495,94,125,2001,2011,10000,12
Hyundai,Accent,CRDi,DIESEL,MANUAL,1493,110,235,2002,2011,10000,12
Hyundai,Accent,CRDi GLS,DIESEL,MANUAL,1493,110,235,2004,2011,10000,12

Hyundai,Verna,EX,PETROL,MANUAL,1497,115,144,2006,,10000,12
Hyundai,Verna,S,PETROL,MANUAL,1497,115,144,2006,,10000,12
Hyundai,Verna,SX,PETROL,MANUAL,1497,115,144,2006,,10000,12
Hyundai,Verna,SX (O),PETROL,MANUAL,1497,115,144,2006,,10000,12
Hyundai,Verna,S iVT,PETROL,AUTOMATIC,1497,115,144,2020,,10000,12
Hyundai,Verna,SX iVT,PETROL,AUTOMATIC,1497,115,144,2020,,10000,12
Hyundai,Verna,SX (O) iVT,PETROL,AUTOMATIC,1497,115,144,2020,,10000,12
Hyundai,Verna,SX Turbo,PETROL,MANUAL,1482,160,253,2023,,10000,12
Hyundai,Verna,SX Turbo DCT,PETROL,AUTOMATIC,1482,160,253,2023,,10000,12
Hyundai,Verna,SX (O) Turbo DCT,PETROL,AUTOMATIC,1482,160,253,2023,,10000,12
Hyundai,Verna,SX Diesel,DIESEL,MANUAL,1493,115,250,2011,2023,10000,12
Hyundai,Verna,SX AT Diesel,DIESEL,AUTOMATIC,1493,115,250,2018,2023,10000,12

Hyundai,Aura,E,PETROL,MANUAL,1197,83,114,2020,,10000,12
Hyundai,Aura,S,PETROL,MANUAL,1197,83,114,2020,,10000,12
Hyundai,Aura,SX,PETROL,MANUAL,1197,83,114,2020,,10000,12
Hyundai,Aura,SX Plus,PETROL,MANUAL,1197,83,114,2020,,10000,12
Hyundai,Aura,S AMT,PETROL,AUTOMATIC,1197,83,114,2020,,10000,12
Hyundai,Aura,SX Plus AMT,PETROL,AUTOMATIC,1197,83,114,2020,,10000,12
Hyundai,Aura,S CNG,CNG,MANUAL,1197,69,95,2020,,10000,12
Hyundai,Aura,SX CNG,CNG,MANUAL,1197,69,95,2020,,10000,12
Hyundai,Aura,SX Diesel,DIESEL,MANUAL,1186,75,190,2020,2023,10000,12

Hyundai,Xcent,Base,PETROL,MANUAL,1197,83,114,2014,2020,10000,12
Hyundai,Xcent,S,PETROL,MANUAL,1197,83,114,2014,2020,10000,12
Hyundai,Xcent,SX,PETROL,MANUAL,1197,83,114,2014,2020,10000,12
Hyundai,Xcent,SX Option,PETROL,MANUAL,1197,83,114,2014,2020,10000,12
Hyundai,Xcent,SX AT,PETROL,AUTOMATIC,1197,83,114,2016,2020,10000,12
Hyundai,Xcent,S Diesel,DIESEL,MANUAL,1120,75,190,2014,2020,10000,12
Hyundai,Xcent,SX Diesel,DIESEL,MANUAL,1120,75,190,2014,2020,10000,12
Hyundai,Xcent,SX Option Diesel,DIESEL,MANUAL,1120,75,190,2014,2020,10000,12

Hyundai,Elantra,S,PETROL,MANUAL,1797,152,192,2004,,10000,12
Hyundai,Elantra,SX,PETROL,MANUAL,1797,152,192,2004,,10000,12
Hyundai,Elantra,SX AT,PETROL,AUTOMATIC,1999,152,192,2012,,10000,12
Hyundai,Elantra,SX (O),PETROL,AUTOMATIC,1999,152,192,2015,,10000,12
Hyundai,Elantra,SX Diesel,DIESEL,MANUAL,1582,128,260,2012,2020,10000,12
Hyundai,Elantra,SX AT Diesel,DIESEL,AUTOMATIC,1582,128,260,2012,2020,10000,12

Hyundai,Sonata,GLS,PETROL,MANUAL,2359,165,228,2001,,10000,12
Hyundai,Sonata,Embera,PETROL,MANUAL,2359,165,228,2005,2010,10000,12
Hyundai,Sonata,Transform,PETROL,AUTOMATIC,2359,165,228,2010,2015,10000,12
Hyundai,Sonata,AT,PETROL,AUTOMATIC,2359,178,231,2012,,10000,12
Hyundai,Sonata,Hybrid,HYBRID,AUTOMATIC,1999,193,367,2016,,10000,12

Hyundai,Venue,E,PETROL,MANUAL,1197,83,114,2019,,10000,12
Hyundai,Venue,S,PETROL,MANUAL,1197,83,114,2019,,10000,12
Hyundai,Venue,S+,PETROL,MANUAL,1197,83,114,2019,,10000,12
Hyundai,Venue,SX,PETROL,MANUAL,998,120,172,2019,,10000,12
Hyundai,Venue,SX (O),PETROL,MANUAL,998,120,172,2019,,10000,12
Hyundai,Venue,SX iMT,PETROL,MANUAL,998,120,172,2020,,10000,12
Hyundai,Venue,SX DCT,PETROL,AUTOMATIC,998,120,172,2019,,10000,12
Hyundai,Venue,SX (O) DCT,PETROL,AUTOMATIC,998,120,172,2019,,10000,12
Hyundai,Venue,S Diesel,DIESEL,MANUAL,1493,100,240,2019,2023,10000,12
Hyundai,Venue,SX Diesel,DIESEL,MANUAL,1493,100,240,2019,2023,10000,12
Hyundai,Venue,SX (O) Diesel,DIESEL,MANUAL,1493,100,240,2019,2023,10000,12

Hyundai,Venue N Line,N6 iMT,PETROL,MANUAL,998,120,172,2022,,10000,12
Hyundai,Venue N Line,N8 iMT,PETROL,MANUAL,998,120,172,2022,,10000,12
Hyundai,Venue N Line,N6 DCT,PETROL,AUTOMATIC,998,120,172,2022,,10000,12
Hyundai,Venue N Line,N8 DCT,PETROL,AUTOMATIC,998,120,172,2022,,10000,12

Hyundai,Creta,E,PETROL,MANUAL,1497,115,144,2015,,10000,12
Hyundai,Creta,EX,PETROL,MANUAL,1497,115,144,2015,,10000,12
Hyundai,Creta,S,PETROL,MANUAL,1497,115,144,2015,,10000,12
Hyundai,Creta,SX,PETROL,MANUAL,1497,115,144,2015,,10000,12
Hyundai,Creta,SX (O),PETROL,MANUAL,1497,115,144,2015,,10000,12
Hyundai,Creta,S IVT,PETROL,AUTOMATIC,1497,115,144,2020,,10000,12
Hyundai,Creta,SX IVT,PETROL,AUTOMATIC,1497,115,144,2020,,10000,12
Hyundai,Creta,SX (O) IVT,PETROL,AUTOMATIC,1497,115,144,2020,,10000,12
Hyundai,Creta,SX Turbo DCT,PETROL,AUTOMATIC,1482,160,253,2024,,10000,12
Hyundai,Creta,SX (O) Turbo DCT,PETROL,AUTOMATIC,1482,160,253,2024,,10000,12
Hyundai,Creta,E Diesel,DIESEL,MANUAL,1493,116,250,2020,2023,10000,12
Hyundai,Creta,S Diesel,DIESEL,MANUAL,1493,116,250,2020,2023,10000,12
Hyundai,Creta,SX Diesel,DIESEL,MANUAL,1493,116,250,2020,2023,10000,12
Hyundai,Creta,SX (O) Diesel,DIESEL,MANUAL,1493,116,250,2020,2023,10000,12
Hyundai,Creta,SX AT Diesel,DIESEL,AUTOMATIC,1493,116,250,2020,2023,10000,12

Hyundai,Creta N Line,N8,PETROL,MANUAL,1482,160,253,2024,,10000,12
Hyundai,Creta N Line,N10,PETROL,MANUAL,1482,160,253,2024,,10000,12
Hyundai,Creta N Line,N8 DCT,PETROL,AUTOMATIC,1482,160,253,2024,,10000,12
Hyundai,Creta N Line,N10 DCT,PETROL,AUTOMATIC,1482,160,253,2024,,10000,12

Hyundai,Alcazar,Prestige,PETROL,MANUAL,1482,160,253,2021,,10000,12
Hyundai,Alcazar,Platinum,PETROL,MANUAL,1482,160,253,2021,,10000,12
Hyundai,Alcazar,Signature,PETROL,MANUAL,1482,160,253,2021,,10000,12
Hyundai,Alcazar,Platinum DCT,PETROL,AUTOMATIC,1482,160,253,2021,,10000,12
Hyundai,Alcazar,Signature DCT,PETROL,AUTOMATIC,1482,160,253,2021,,10000,12
Hyundai,Alcazar,Prestige Diesel,DIESEL,MANUAL,1493,116,250,2021,2024,10000,12
Hyundai,Alcazar,Platinum Diesel,DIESEL,MANUAL,1493,116,250,2021,2024,10000,12
Hyundai,Alcazar,Signature Diesel,DIESEL,MANUAL,1493,116,250,2021,2024,10000,12
Hyundai,Alcazar,Signature AT Diesel,DIESEL,AUTOMATIC,1493,116,250,2021,2024,10000,12

Hyundai,Exter,EX,PETROL,MANUAL,1197,83,114,2023,,10000,12
Hyundai,Exter,S,PETROL,MANUAL,1197,83,114,2023,,10000,12
Hyundai,Exter,SX,PETROL,MANUAL,1197,83,114,2023,,10000,12
Hyundai,Exter,SX (O),PETROL,MANUAL,1197,83,114,2023,,10000,12
Hyundai,Exter,S AMT,PETROL,AUTOMATIC,1197,83,114,2023,,10000,12
Hyundai,Exter,SX AMT,PETROL,AUTOMATIC,1197,83,114,2023,,10000,12
Hyundai,Exter,SX (O) AMT,PETROL,AUTOMATIC,1197,83,114,2023,,10000,12
Hyundai,Exter,S CNG,CNG,MANUAL,1197,69,95,2023,,10000,12
Hyundai,Exter,SX CNG,CNG,MANUAL,1197,69,95,2023,,10000,12

Hyundai,Tucson,Platinum Petrol,PETROL,AUTOMATIC,1999,156,192,2016,,10000,12
Hyundai,Tucson,Signature Petrol,PETROL,AUTOMATIC,1999,156,192,2016,,10000,12
Hyundai,Tucson,GLS Diesel,DIESEL,MANUAL,1995,185,400,2016,2022,10000,12
Hyundai,Tucson,Platinum Diesel,DIESEL,AUTOMATIC,1995,186,416,2022,,10000,12
Hyundai,Tucson,Signature Diesel,DIESEL,AUTOMATIC,1995,186,416,2022,,10000,12

Hyundai,Santa Fe,2WD MT,DIESEL,MANUAL,2199,194,436,2007,,10000,12
Hyundai,Santa Fe,2WD AT,DIESEL,AUTOMATIC,2199,194,436,2007,,10000,12
Hyundai,Santa Fe,4WD MT,DIESEL,MANUAL,2199,194,436,2007,,10000,12
Hyundai,Santa Fe,4WD AT,DIESEL,AUTOMATIC,2199,194,436,2007,,10000,12
Hyundai,Santa Fe,Premium 4WD,DIESEL,AUTOMATIC,2199,194,436,2014,,10000,12

Hyundai,Terracan,GL,DIESEL,MANUAL,2497,100,225,2001,2007,10000,12
Hyundai,Terracan,GLS,DIESEL,MANUAL,2902,148,343,2001,2007,10000,12
Hyundai,Terracan,CRDi,DIESEL,MANUAL,2902,163,345,2003,2007,10000,12
Hyundai,Terracan,CRDi AT,DIESEL,AUTOMATIC,2902,163,345,2003,2007,10000,12

Hyundai,Kona Electric,Premium,EV,AUTOMATIC,0,136,395,2019,,15000,12
Hyundai,Kona Electric,Premium Dual Tone,EV,AUTOMATIC,0,136,395,2020,,15000,12
Hyundai,Kona Electric,Premium 39.2kWh,EV,AUTOMATIC,0,136,395,2019,2023,15000,12
Hyundai,Kona Electric,Premium 39.2kWh Facelift,EV,AUTOMATIC,0,136,395,2021,2023,15000,12

Hyundai,Ioniq 5,RWD,EV,AUTOMATIC,0,217,350,2023,,15000,12
Hyundai,Ioniq 5,RWD Long Range,EV,AUTOMATIC,0,217,350,2023,,15000,12
Hyundai,Ioniq 5,AWD Long Range,EV,AUTOMATIC,0,305,605,2024,,15000,12
Hyundai,Ioniq 5,N Line,EV,AUTOMATIC,0,325,605,2025,,15000,12

Tata,Nano,Std,PETROL,MANUAL,624,38,51,2008,2019,10000,12
Tata,Nano,CX,PETROL,MANUAL,624,38,51,2008,2019,10000,12
Tata,Nano,LX,PETROL,MANUAL,624,38,51,2008,2019,10000,12
Tata,Nano,Twist XE,PETROL,MANUAL,624,38,51,2014,2019,10000,12
Tata,Nano,Twist XT,PETROL,MANUAL,624,38,51,2014,2019,10000,12
Tata,Nano,Twist XTA,PETROL,AUTOMATIC,624,38,51,2015,2019,10000,12
Tata,Nano,GenX XE,PETROL,MANUAL,624,38,51,2015,2019,10000,12
Tata,Nano,GenX XM,PETROL,MANUAL,624,38,51,2015,2019,10000,12
Tata,Nano,GenX XT,PETROL,MANUAL,624,38,51,2015,2019,10000,12
Tata,Nano,GenX XMA,PETROL,AUTOMATIC,624,38,51,2015,2019,10000,12
Tata,Nano,GenX XTA,PETROL,AUTOMATIC,624,38,51,2015,2019,10000,12
Tata,Nano,eMax CNG,CNG,MANUAL,624,33,45,2013,2019,10000,12

Tata,Tiago,XE,PETROL,MANUAL,1199,86,113,2016,,15000,12
Tata,Tiago,XM,PETROL,MANUAL,1199,86,113,2016,,15000,12
Tata,Tiago,XT,PETROL,MANUAL,1199,86,113,2016,,15000,12
Tata,Tiago,XT Rhythm,PETROL,MANUAL,1199,86,113,2018,,15000,12
Tata,Tiago,XZ,PETROL,MANUAL,1199,86,113,2016,,15000,12
Tata,Tiago,XZ+,PETROL,MANUAL,1199,86,113,2016,,15000,12
Tata,Tiago,XT AMT,PETROL,AUTOMATIC,1199,86,113,2017,,15000,12
Tata,Tiago,XZ AMT,PETROL,AUTOMATIC,1199,86,113,2017,,15000,12
Tata,Tiago,XZ+ AMT,PETROL,AUTOMATIC,1199,86,113,2017,,15000,12
Tata,Tiago,XM CNG,CNG,MANUAL,1199,73,95,2022,,15000,12
Tata,Tiago,XT CNG,CNG,MANUAL,1199,73,95,2022,,15000,12
Tata,Tiago,XZ+ CNG,CNG,MANUAL,1199,73,95,2022,,15000,12

Tata,Tiago EV,XE Medium Range,EV,AUTOMATIC,0,61,110,2022,,15000,12
Tata,Tiago EV,XT Medium Range,EV,AUTOMATIC,0,61,110,2022,,15000,12
Tata,Tiago EV,XT Long Range,EV,AUTOMATIC,0,75,114,2022,,15000,12
Tata,Tiago EV,XZ+ Tech Lux Long Range,EV,AUTOMATIC,0,75,114,2022,,15000,12
Tata,Tiago EV,XZ+ Long Range,EV,AUTOMATIC,0,75,114,2022,,15000,12

Tata,Altroz,XE,PETROL,MANUAL,1199,88,115,2020,,15000,12
Tata,Altroz,XM,PETROL,MANUAL,1199,88,115,2020,,15000,12
Tata,Altroz,XT,PETROL,MANUAL,1199,88,115,2020,,15000,12
Tata,Altroz,XZ,PETROL,MANUAL,1199,88,115,2020,,15000,12
Tata,Altroz,XZ+,PETROL,MANUAL,1199,88,115,2020,,15000,12
Tata,Altroz,XMA,PETROL,AUTOMATIC,1199,88,115,2022,,15000,12
Tata,Altroz,XZA+,PETROL,AUTOMATIC,1199,88,115,2022,,15000,12
Tata,Altroz,XM iTurbo,PETROL,MANUAL,1199,110,140,2021,,15000,12
Tata,Altroz,XZ iTurbo,PETROL,MANUAL,1199,110,140,2021,,15000,12
Tata,Altroz,XZ Diesel,DIESEL,MANUAL,1497,90,200,2020,,15000,12
Tata,Altroz,XZ+ Diesel,DIESEL,MANUAL,1497,90,200,2020,,15000,12
Tata,Altroz,XM CNG,CNG,MANUAL,1199,73,103,2023,,15000,12
Tata,Altroz,XZ CNG,CNG,MANUAL,1199,73,103,2023,,15000,12

Tata,Altroz Racer,R1,PETROL,MANUAL,1199,120,170,2024,,15000,12
Tata,Altroz Racer,R2,PETROL,MANUAL,1199,120,170,2024,,15000,12
Tata,Altroz Racer,R3,PETROL,MANUAL,1199,120,170,2024,,15000,12

Tata,Indica,LEi,PETROL,MANUAL,1396,60,110,1998,2006,15000,12
Tata,Indica,LSi,PETROL,MANUAL,1396,60,110,1998,2006,15000,12
Tata,Indica,LXi,PETROL,MANUAL,1396,60,110,1998,2006,15000,12
Tata,Indica,DL,DIESEL,MANUAL,1405,53,85,1998,2006,15000,12
Tata,Indica,DLE,DIESEL,MANUAL,1405,53,85,1998,2006,15000,12
Tata,Indica,DLS,DIESEL,MANUAL,1405,53,85,1998,2006,15000,12
Tata,Indica,DLX,DIESEL,MANUAL,1405,53,85,1998,2006,15000,12
Tata,Indica,Turbo DLS,DIESEL,MANUAL,1405,70,135,2001,2006,15000,12
Tata,Indica,Turbo DLX,DIESEL,MANUAL,1405,70,135,2001,2006,15000,12

Tata,Indica V2,LEi,PETROL,MANUAL,1396,65,110,2001,2011,15000,12
Tata,Indica V2,LSi,PETROL,MANUAL,1396,65,110,2001,2011,15000,12
Tata,Indica V2,GLE,PETROL,MANUAL,1396,65,110,2005,2011,15000,12
Tata,Indica V2,DLE,DIESEL,MANUAL,1405,70,135,2001,2011,15000,12
Tata,Indica V2,DLS,DIESEL,MANUAL,1405,70,135,2001,2011,15000,12
Tata,Indica V2,DLX,DIESEL,MANUAL,1405,70,135,2001,2011,15000,12
Tata,Indica V2,Turbo DLX,DIESEL,MANUAL,1405,70,135,2003,2011,15000,12
Tata,Indica V2,Xeta GLE,PETROL,MANUAL,1405,70,110,2006,2011,15000,12
Tata,Indica V2,Xeta GLS,PETROL,MANUAL,1405,70,110,2006,2011,15000,12

Tata,Indica Vista,Safire Aura,PETROL,MANUAL,1172,65,96,2008,2018,15000,12
Tata,Indica Vista,Safire Terra,PETROL,MANUAL,1172,65,96,2008,2018,15000,12
Tata,Indica Vista,Safire Aqua,PETROL,MANUAL,1368,90,116,2011,2018,15000,12
Tata,Indica Vista,TDI Terra,DIESEL,MANUAL,1405,70,140,2008,2018,15000,12
Tata,Indica Vista,Quadrajet LS,DIESEL,MANUAL,1248,75,190,2009,2018,15000,12
Tata,Indica Vista,Quadrajet LX,DIESEL,MANUAL,1248,75,190,2009,2018,15000,12
Tata,Indica Vista,Quadrajet VX,DIESEL,MANUAL,1248,90,200,2011,2018,15000,12
Tata,Indica Vista,D90 ZX,DIESEL,MANUAL,1248,90,200,2013,2018,15000,12

Tata,Bolt,XE,PETROL,MANUAL,1193,90,140,2015,2019,15000,12
Tata,Bolt,XM,PETROL,MANUAL,1193,90,140,2015,2019,15000,12
Tata,Bolt,XT,PETROL,MANUAL,1193,90,140,2015,2019,15000,12
Tata,Bolt,XT Black Edition,PETROL,MANUAL,1193,90,140,2016,2019,15000,12
Tata,Bolt,XE Diesel,DIESEL,MANUAL,1248,75,190,2015,2019,15000,12
Tata,Bolt,XM Diesel,DIESEL,MANUAL,1248,75,190,2015,2019,15000,12
Tata,Bolt,XT Diesel,DIESEL,MANUAL,1248,75,190,2015,2019,15000,12
Tata,Bolt,XT Quadrajet,DIESEL,MANUAL,1248,90,200,2016,2019,15000,12

Tata,Zest,XE,PETROL,MANUAL,1193,90,140,2014,2020,15000,12
Tata,Zest,XM,PETROL,MANUAL,1193,90,140,2014,2020,15000,12
Tata,Zest,XT,PETROL,MANUAL,1193,90,140,2014,2020,15000,12
Tata,Zest,XTA,PETROL,AUTOMATIC,1193,90,140,2015,2020,15000,12
Tata,Zest,XE Diesel,DIESEL,MANUAL,1248,75,190,2014,2020,15000,12
Tata,Zest,XM Diesel,DIESEL,MANUAL,1248,75,190,2014,2020,15000,12
Tata,Zest,XT Diesel,DIESEL,MANUAL,1248,90,200,2014,2020,15000,12
Tata,Zest,XT AMT Diesel,DIESEL,AUTOMATIC,1248,90,200,2015,2020,15000,12

Tata,Tigor,XE,PETROL,MANUAL,1199,86,113,2017,,15000,12
Tata,Tigor,XM,PETROL,MANUAL,1199,86,113,2017,,15000,12
Tata,Tigor,XT,PETROL,MANUAL,1199,86,113,2017,,15000,12
Tata,Tigor,XZ,PETROL,MANUAL,1199,86,113,2017,,15000,12
Tata,Tigor,XZ+,PETROL,MANUAL,1199,86,113,2017,,15000,12
Tata,Tigor,XMA,PETROL,AUTOMATIC,1199,86,113,2018,,15000,12
Tata,Tigor,XZA+,PETROL,AUTOMATIC,1199,86,113,2018,,15000,12
Tata,Tigor,XM CNG,CNG,MANUAL,1199,73,95,2022,,15000,12
Tata,Tigor,XZ CNG,CNG,MANUAL,1199,73,95,2022,,15000,12
Tata,Tigor,XZ+ CNG,CNG,MANUAL,1199,73,95,2022,,15000,12

Tata,Tigor EV,XE,EV,AUTOMATIC,0,75,170,2021,,15000,12
Tata,Tigor EV,XT,EV,AUTOMATIC,0,75,170,2021,,15000,12
Tata,Tigor EV,XZ+,EV,AUTOMATIC,0,75,170,2021,,15000,12
Tata,Tigor EV,XZ+ Lux,EV,AUTOMATIC,0,75,170,2021,,15000,12

Tata,Indigo,LS,PETROL,MANUAL,1396,70,110,2002,2016,15000,12
Tata,Indigo,LX,PETROL,MANUAL,1396,70,110,2002,2016,15000,12
Tata,Indigo,GLX,PETROL,MANUAL,1396,70,110,2002,2016,15000,12
Tata,Indigo,LS TDI,DIESEL,MANUAL,1405,70,135,2002,2016,15000,12
Tata,Indigo,LX TDI,DIESEL,MANUAL,1405,70,135,2002,2016,15000,12
Tata,Indigo,Marina TDI,DIESEL,MANUAL,1405,70,135,2004,2011,15000,12
Tata,Indigo,CS eCS GLS,PETROL,MANUAL,1193,65,100,2008,2016,15000,12
Tata,Indigo,eCS LX TDI,DIESEL,MANUAL,1405,70,135,2008,2016,15000,12

Tata,Indigo CS,LS,PETROL,MANUAL,1193,65,100,2008,2016,15000,12
Tata,Indigo CS,LX,PETROL,MANUAL,1193,65,100,2008,2016,15000,12
Tata,Indigo CS,GLX,PETROL,MANUAL,1193,65,100,2008,2016,15000,12
Tata,Indigo CS,LS TDI,DIESEL,MANUAL,1405,70,135,2008,2016,15000,12
Tata,Indigo CS,LX TDI,DIESEL,MANUAL,1405,70,135,2008,2016,15000,12
Tata,Indigo CS,eCS VX CR4,DIESEL,MANUAL,1396,70,140,2013,2016,15000,12

Tata,Manza,Aqua Safire,PETROL,MANUAL,1368,90,116,2009,2016,15000,12
Tata,Manza,Aura Safire,PETROL,MANUAL,1368,90,116,2009,2016,15000,12
Tata,Manza,Club Class Safire,PETROL,MANUAL,1368,90,116,2013,2016,15000,12
Tata,Manza,Aqua Quadrajet,DIESEL,MANUAL,1248,90,200,2009,2016,15000,12
Tata,Manza,Aura Quadrajet,DIESEL,MANUAL,1248,90,200,2009,2016,15000,12
Tata,Manza,Club Class Quadrajet,DIESEL,MANUAL,1248,90,200,2013,2016,15000,12

Tata,Punch,Pure,PETROL,MANUAL,1199,88,115,2021,,15000,12
Tata,Punch,Adventure,PETROL,MANUAL,1199,88,115,2021,,15000,12
Tata,Punch,Accomplished,PETROL,MANUAL,1199,88,115,2021,,15000,12
Tata,Punch,Creative,PETROL,MANUAL,1199,88,115,2021,,15000,12
Tata,Punch,Adventure AMT,PETROL,AUTOMATIC,1199,88,115,2021,,15000,12
Tata,Punch,Accomplished AMT,PETROL,AUTOMATIC,1199,88,115,2021,,15000,12
Tata,Punch,Creative AMT,PETROL,AUTOMATIC,1199,88,115,2021,,15000,12
Tata,Punch,Adventure CNG,CNG,MANUAL,1199,73,103,2023,,15000,12
Tata,Punch,Accomplished CNG,CNG,MANUAL,1199,73,103,2023,,15000,12
Tata,Punch,Creative CNG,CNG,MANUAL,1199,73,103,2023,,15000,12

Tata,Punch EV,Smart,EV,AUTOMATIC,0,82,114,2024,,15000,12
Tata,Punch EV,Smart+,EV,AUTOMATIC,0,82,114,2024,,15000,12
Tata,Punch EV,Adventure,EV,AUTOMATIC,0,82,114,2024,,15000,12
Tata,Punch EV,Adventure S,EV,AUTOMATIC,0,82,114,2024,,15000,12
Tata,Punch EV,Empowered,EV,AUTOMATIC,0,122,190,2024,,15000,12
Tata,Punch EV,Empowered+,EV,AUTOMATIC,0,122,190,2024,,15000,12

Tata,Nexon,Smart,PETROL,MANUAL,1199,120,170,2017,,15000,12
Tata,Nexon,Smart+,PETROL,MANUAL,1199,120,170,2023,,15000,12
Tata,Nexon,Pure,PETROL,MANUAL,1199,120,170,2017,,15000,12
Tata,Nexon,Pure S,PETROL,MANUAL,1199,120,170,2023,,15000,12
Tata,Nexon,Creative,PETROL,MANUAL,1199,120,170,2023,,15000,12
Tata,Nexon,Creative+,PETROL,MANUAL,1199,120,170,2023,,15000,12
Tata,Nexon,Fearless,PETROL,MANUAL,1199,120,170,2023,,15000,12
Tata,Nexon,Fearless+,PETROL,MANUAL,1199,120,170,2023,,15000,12
Tata,Nexon,Creative DCA,PETROL,AUTOMATIC,1199,120,170,2023,,15000,12
Tata,Nexon,Fearless DCA,PETROL,AUTOMATIC,1199,120,170,2023,,15000,12
Tata,Nexon,Smart Diesel,DIESEL,MANUAL,1497,115,260,2017,,15000,12
Tata,Nexon,Pure Diesel,DIESEL,MANUAL,1497,115,260,2017,,15000,12
Tata,Nexon,Creative Diesel,DIESEL,MANUAL,1497,115,260,2023,,15000,12
Tata,Nexon,Fearless Diesel,DIESEL,MANUAL,1497,115,260,2023,,15000,12
Tata,Nexon,Creative Diesel AMT,DIESEL,AUTOMATIC,1497,115,260,2023,,15000,12
Tata,Nexon,Fearless Diesel AMT,DIESEL,AUTOMATIC,1497,115,260,2023,,15000,12

Tata,Nexon EV,Creative Medium Range,EV,AUTOMATIC,0,129,215,2020,,15000,12
Tata,Nexon EV,Creative+,EV,AUTOMATIC,0,129,215,2020,,15000,12
Tata,Nexon EV,Fearless Medium Range,EV,AUTOMATIC,0,129,215,2020,,15000,12
Tata,Nexon EV,Fearless+,EV,AUTOMATIC,0,129,215,2020,,15000,12
Tata,Nexon EV,Empowered Medium Range,EV,AUTOMATIC,0,129,215,2023,,15000,12
Tata,Nexon EV,Empowered+,EV,AUTOMATIC,0,145,215,2023,,15000,12
Tata,Nexon EV,Long Range Fearless,EV,AUTOMATIC,0,145,215,2023,,15000,12
Tata,Nexon EV,Long Range Empowered+,EV,AUTOMATIC,0,145,215,2023,,15000,12

Tata,Harrier,Smart,DIESEL,MANUAL,1956,170,350,2019,,15000,12
Tata,Harrier,Pure,DIESEL,MANUAL,1956,170,350,2019,,15000,12
Tata,Harrier,Adventure,DIESEL,MANUAL,1956,170,350,2019,,15000,12
Tata,Harrier,Fearless,DIESEL,MANUAL,1956,170,350,2019,,15000,12
Tata,Harrier,Fearless+,DIESEL,MANUAL,1956,170,350,2023,,15000,12
Tata,Harrier,Adventure AT,DIESEL,AUTOMATIC,1956,170,350,2020,,15000,12
Tata,Harrier,Fearless AT,DIESEL,AUTOMATIC,1956,170,350,2020,,15000,12
Tata,Harrier,Fearless+ AT,DIESEL,AUTOMATIC,1956,170,350,2023,,15000,12

Tata,Safari,XE,DIESEL,MANUAL,1956,170,350,2021,,15000,12
Tata,Safari,XM,DIESEL,MANUAL,1956,170,350,2021,,15000,12
Tata,Safari,XT,DIESEL,MANUAL,1956,170,350,2021,,15000,12
Tata,Safari,XT+,DIESEL,MANUAL,1956,170,350,2021,,15000,12
Tata,Safari,XZ,DIESEL,MANUAL,1956,170,350,2021,,15000,12
Tata,Safari,XZ+,DIESEL,MANUAL,1956,170,350,2021,,15000,12
